PromedioAcumulado,AsistenciaPct,HorasEstudioSem,TareasEntregadasPct,Parcial1,Parcial2,DificultadMateria,IntentosReprobados,PromedioFinal,Aprobado
3.56,100.0,6.4,85.5,4.85,3.66,2,0,3.9203390581531834,1
4.0,75.2,12.9,75.4,4.7,3.45,3,2,3.4959937234239034,1
5.0,87.1,14.6,80.6,5.0,2.54,4,1,3.3165023013599675,1
3.07,93.9,3.7,68.6,3.43,3.36,3,0,3.01098818735391,1
3.74,99.2,8.2,61.3,3.53,4.11,3,1,3.407318587775884,1
3.26,82.6,7.6,90.2,3.32,3.89,2,0,3.6671774503149885,1
4.06,83.8,5.9,66.3,3.91,4.37,4,1,3.517056321968532,1
4.52,87.8,9.8,75.6,2.78,4.13,3,0,3.287484858579544,1
3.57,73.6,11.6,100.0,3.42,5.0,3,0,3.9288874828197664,1
4.1,84.1,6.6,99.3,4.17,3.31,2,0,3.6915488148359676,1
3.12,91.5,16.5,68.5,3.03,3.59,2,0,3.3314551624549114,1
4.23,81.5,10.0,86.4,3.42,2.11,4,0,2.453672380211524,0
4.46,100.0,10.6,58.6,3.96,3.28,3,0,3.366018005261865,1
3.53,90.1,10.8,99.3,3.47,3.9,3,0,3.4587978257433565,1
3.94,71.2,4.3,81.3,3.2,4.16,3,1,3.3254451101410036,1
2.98,79.4,3.7,97.5,4.07,3.58,4,1,3.2710517386337044,1
3.29,65.7,14.8,84.2,3.59,3.13,2,0,3.3766487485605197,1
3.87,83.2,15.2,73.8,3.74,5.0,4,0,4.113130056956982,1
4.79,75.6,13.8,75.9,3.12,3.24,3,0,2.7797412567130197,0
2.69,85.5,8.2,74.2,3.18,2.33,3,0,2.5512462145568082,0
3.7,82.8,7.0,86.7,4.1,2.47,5,0,2.6609697209827337,0
4.23,89.0,7.8,68.5,4.62,4.65,2,0,4.346483328233562,1
4.52,99.2,1.7,80.2,3.24,4.18,4,0,3.249482818125939,1
3.5,97.9,8.8,81.8,4.11,4.08,5,0,3.5087674217744933,1
4.25,100.0,9.6,56.2,4.0,3.29,5,0,3.016008702516418,1
3.97,83.9,9.4,63.4,4.15,2.22,4,0,2.85538488393772,0
4.49,82.1,7.2,54.8,3.54,2.75,2,1,2.9886816744362235,0
3.5,77.4,10.9,75.6,4.27,2.24,4,0,2.518190316538469,0
3.65,78.8,14.1,78.6,3.98,3.67,3,1,3.164793912938861,1
3.29,89.2,6.0,91.0,3.3,4.58,3,1,3.5617492810509725,1
3.45,72.0,7.9,66.9,3.33,2.96,3,1,2.6332766392270512,0
3.45,81.3,0.0,60.0,5.0,3.77,1,0,4.011216471146236,1
3.19,72.3,15.0,71.9,4.17,4.3,3,0,4.091889647689209,1
4.5,85.3,7.8,85.8,3.78,2.64,5,0,2.8634417918968103,0
3.63,74.8,10.4,100.0,3.4,4.1,2,0,3.6870692667527565,1
3.36,71.2,7.9,81.5,3.36,3.87,3,0,3.5977283071694353,1
3.4,83.8,10.3,64.5,3.77,3.35,4,1,3.1353713745747886,1
2.83,69.5,12.1,86.1,2.92,4.74,1,0,3.7951188689294275,1
3.91,87.6,7.3,81.6,2.54,4.21,4,2,2.822029307092156,0
3.17,79.9,11.8,80.5,4.06,4.23,4,0,3.6439557270228735,1
3.29,86.0,2.9,59.9,4.67,3.58,2,0,3.5824278055150227,1
4.17,66.3,12.9,85.9,4.69,4.52,2,0,4.319753095809985,1
3.33,98.3,6.5,73.0,4.06,2.36,4,0,2.9587847451943667,0
3.83,73.4,12.3,72.8,3.32,3.47,3,0,3.3866198449149114,1
3.32,100.0,11.9,93.5,4.6,3.43,3,1,3.7693204428905682,1
3.35,80.7,20.7,88.7,4.7,3.33,3,0,3.722703770160785,1
3.29,98.0,13.6,62.9,3.81,3.21,4,0,3.375226629271045,1
3.51,94.5,14.8,100.0,4.48,4.29,2,0,4.1952527791541145,1
2.91,80.5,11.1,95.7,2.21,3.3,4,0,2.471463152254553,0
3.98,91.9,10.6,67.4,3.88,3.65,2,0,3.701643667097637,1
5.0,81.8,2.4,47.2,3.88,5.0,4,0,3.8190231063299986,1
3.9,82.7,15.6,85.3,3.23,3.73,5,1,3.1100512616937674,1
3.14,92.4,17.8,84.0,3.36,3.39,5,0,3.3204269745518724,1
3.94,69.4,10.0,66.0,4.33,3.23,5,0,2.8646791338199455,0
2.83,79.1,7.2,100.0,3.86,3.56,2,0,3.520380925094087,1
3.22,89.6,7.6,78.4,4.05,3.54,5,0,2.868231406556328,0
3.38,94.1,9.2,79.5,4.35,5.0,2,0,4.384909113245278,1
4.12,86.7,6.8,85.1,3.96,3.81,1,0,3.86099204029535,1
3.95,78.3,11.0,98.4,3.87,3.4,2,0,3.269041829040888,1
2.89,89.8,13.8,84.3,3.98,5.0,1,0,4.17911057173573,1
4.01,81.7,9.5,81.2,2.61,3.27,1,0,3.249737924765772,1
3.32,100.0,11.8,58.3,4.28,2.65,3,0,3.192863615348112,1
3.9,86.8,13.9,79.7,3.92,3.36,1,2,3.456507689896308,1
3.22,68.5,8.5,100.0,4.08,2.48,2,0,2.9968239152857445,0
3.55,80.1,16.5,70.0,3.58,3.95,3,0,3.474541052777117,1
3.19,76.0,17.7,82.0,3.76,3.67,2,0,3.6932098902496873,1
3.55,71.1,15.3,33.8,4.36,3.96,5,0,3.531837803371636,1
3.01,73.1,11.0,100.0,2.49,3.35,3,0,2.642421458005184,0
3.17,83.3,5.9,78.4,1.95,3.84,1,0,3.1411237149022306,1
3.28,76.7,12.3,77.6,4.35,4.81,3,0,4.43840868598524,1
3.11,87.7,11.6,87.8,3.56,4.24,2,0,3.8990567362246122,1
3.41,87.7,17.3,84.5,2.21,4.38,4,1,3.2684218678427763,1
3.64,82.8,8.6,86.3,3.18,4.14,3,1,3.2257836902929458,1
4.26,84.6,7.1,62.5,3.89,4.78,1,0,4.218661292892773,1
3.04,100.0,17.3,99.9,3.58,3.83,3,0,3.8677532553322926,1
3.08,100.0,9.1,97.4,3.61,3.74,3,0,3.5971887688153523,1
3.62,86.8,10.1,85.1,3.91,3.7,4,1,3.298540530632855,1
2.78,86.9,7.4,100.0,3.06,3.19,5,0,2.633765914384787,0
3.72,90.1,10.8,80.4,2.64,3.58,3,0,3.0392306295915446,1
3.61,88.9,10.0,73.0,4.17,4.68,2,2,3.8539704635240075,1
3.87,89.2,10.0,84.1,4.56,3.24,4,0,3.1119535847762387,1
4.72,69.4,10.6,98.0,3.66,3.67,3,1,3.3157601020940812,1
3.63,85.5,10.1,73.8,1.99,4.36,4,0,3.2587705642727243,1
3.33,92.4,5.0,72.8,3.46,3.66,1,1,3.386494963181553,1
4.08,82.9,14.6,64.1,2.78,3.61,5,0,2.7970732233160893,0
3.59,76.4,13.4,79.8,3.31,4.01,3,1,3.239010246050023,1
3.52,83.8,12.3,83.2,3.51,4.27,4,0,3.557931185589065,1
4.49,85.7,7.1,64.5,4.69,2.69,2,0,3.1597006364304505,1
3.98,71.1,14.5,50.2,4.08,4.37,2,0,4.03047873848597,1
3.12,79.5,9.7,74.5,1.9,3.83,3,0,2.639563411533524,0
3.14,92.2,8.4,83.9,2.64,2.65,2,0,2.891350640029432,0
2.93,89.0,9.3,100.0,4.37,4.07,2,1,4.167489660471416,1
3.05,87.8,9.4,91.8,3.1,4.44,1,0,3.9067875118284143,1
4.16,100.0,5.3,100.0,3.86,3.67,2,2,3.6111911349497405,1
3.35,86.5,13.1,72.8,3.16,4.01,2,0,3.517737677638898,1
2.71,86.5,10.7,87.1,4.21,3.95,2,0,3.8413465479055713,1
3.83,96.7,13.5,78.4,3.85,4.55,3,1,3.9387048702646634,1
3.68,84.9,7.7,100.0,4.19,4.22,4,0,3.4301863849300736,1
3.38,89.9,11.6,89.1,2.31,3.5,4,0,2.798371958617004,0
3.28,66.9,9.6,44.8,3.95,2.72,5,0,2.5127611655489,0
3.61,90.1,8.3,70.7,2.63,3.09,3,0,2.856410943495619,0
3.64,81.5,11.4,57.5,4.2,4.25,4,1,3.3100163475092645,1
3.8,84.2,12.7,99.6,5.0,4.24,4,0,3.737429325307931,1
2.73,99.8,7.6,67.9,2.47,2.91,5,1,2.3183251726566785,0
3.05,88.8,16.3,86.4,4.01,3.17,3,0,3.5442787616406273,1
3.38,89.0,9.0,77.7,2.63,3.46,2,2,3.0949415712452586,1
2.93,80.2,18.7,74.0,3.18,4.68,4,0,3.768925695886374,1
3.84,83.1,7.0,65.6,3.29,3.32,2,0,3.1999197711166514,1
3.94,98.6,8.6,72.7,4.03,2.89,3,1,3.109375611739188,1
3.3,89.4,1.7,80.8,4.29,4.73,4,0,3.590338232358508,1
3.93,100.0,10.0,75.1,4.29,3.64,4,0,3.6088134871820654,1
3.71,76.3,14.8,87.7,2.96,3.56,2,0,3.1448360345938258,1
3.72,69.9,6.0,54.0,4.02,3.35,2,0,3.5627543662842767,1
2.16,82.7,12.6,58.2,3.04,3.19,3,1,2.9210527789839196,0
3.5,94.7,7.4,91.4,3.53,3.96,3,0,3.287383390204878,1
3.3,87.4,11.2,64.6,3.04,3.54,3,1,3.080986599040232,1
3.53,72.5,13.5,56.6,3.99,3.06,4,0,3.0072271085062905,1
3.39,80.1,18.9,84.3,3.11,3.13,3,0,2.944592294903254,0
3.0,91.0,14.9,77.3,3.57,4.33,1,0,4.326399483071565,1
3.43,94.8,8.8,92.8,3.98,4.4,5,1,3.486833190026216,1
3.39,78.0,3.8,40.6,2.4,3.45,2,2,2.5647381908436886,0
4.05,98.1,12.0,53.9,4.3,3.72,5,0,3.277435603030918,1
3.53,92.0,15.8,87.8,4.88,4.02,4,0,3.988305241939777,1
3.31,78.1,10.2,88.1,2.76,3.67,3,0,3.225499817981277,1
2.98,100.0,8.3,91.6,2.26,3.49,3,2,2.9063235983339837,0
4.96,79.6,13.2,89.2,3.86,3.71,1,0,3.88851082284452,1
4.1,81.4,9.4,80.9,4.05,4.39,4,1,3.544483797615451,1
3.68,93.5,8.9,71.0,2.62,3.35,3,1,3.1213185461105266,1
2.89,82.3,11.3,51.9,3.22,3.53,2,0,3.4963055270153958,1
2.84,100.0,13.0,100.0,3.76,4.68,4,0,3.870335750534594,1
4.44,96.3,5.7,65.4,3.43,4.07,4,1,3.281212064743359,1
4.41,89.1,3.0,97.6,4.2,4.5,3,1,3.4509968261240287,1
3.74,93.4,5.2,70.9,3.92,3.8,2,1,3.4567181332338306,1
3.2,80.0,6.8,76.4,2.97,4.36,3,0,3.161978791766158,1
3.33,81.4,17.8,67.7,4.19,5.0,2,0,4.377362325733816,1
3.17,71.4,8.2,81.0,3.5,4.04,3,0,3.0791252050581193,1
4.64,88.7,12.1,87.3,2.88,2.88,3,0,3.0862535362926633,1
3.5,100.0,7.7,54.1,3.25,3.12,3,1,3.3894294784380534,1
4.01,79.2,7.3,87.6,4.02,3.8,3,0,3.4336124706767333,1
4.08,66.2,14.3,100.0,2.64,3.66,3,1,2.8302043111426802,0
2.96,92.2,2.8,87.8,2.79,4.24,3,2,2.970961189749217,0
3.64,88.3,15.2,92.0,4.79,2.6,2,2,3.093854360359659,1
3.46,90.5,10.0,77.3,2.92,2.95,2,1,3.0708967264415783,1
4.24,81.5,10.4,72.1,4.49,3.69,3,0,3.622640345118669,1
3.9,67.6,14.3,83.7,2.6,3.66,2,0,3.2197433761310377,1
3.57,75.6,15.7,63.6,3.8,2.9,1,1,3.3717308188580777,1
3.67,65.7,6.4,75.9,4.29,5.0,4,0,3.753835959345779,1
3.26,94.2,3.9,54.8,2.81,4.03,2,0,3.1630140224595973,1
3.13,90.7,3.4,62.8,3.02,3.5,3,1,3.0254170090666355,1
3.22,82.0,10.1,97.6,4.4,4.3,3,0,4.099240934894755,1
3.85,74.0,6.3,42.8,4.97,3.23,2,0,3.5373807938631834,1
4.06,82.0,4.9,91.2,4.11,5.0,3,0,3.8217179625183033,1
3.92,67.8,12.1,100.0,3.52,3.22,3,1,3.1727582574259583,1
2.82,79.5,12.4,83.7,3.6,3.48,2,0,3.26759120667215,1
3.76,100.0,9.0,65.6,2.82,4.96,4,0,3.694125198332044,1
3.91,86.9,8.9,89.2,2.18,3.22,4,0,2.786088184139535,0
4.45,100.0,11.0,58.4,4.11,3.61,3,1,3.6952019293391,1
2.93,66.8,5.1,67.9,2.32,3.56,1,0,2.787153645963114,0
4.14,83.1,12.2,60.0,3.23,2.69,1,0,3.2038165721280083,1
4.4,74.1,13.1,60.1,3.52,3.99,2,0,3.530093347880866,1
3.05,79.2,15.3,93.2,3.02,4.3,5,0,3.007654987888339,1
3.93,84.9,2.7,77.3,4.1,4.15,3,0,3.5906575215381684,1
2.75,80.5,12.0,89.3,3.59,3.73,3,1,3.3976100551290696,1
3.59,73.9,12.3,83.4,3.28,2.16,3,0,2.6794853822144544,0
3.08,79.6,16.4,57.0,3.99,4.04,3,0,4.0969172151201185,1
3.94,75.3,9.2,75.6,3.83,3.21,2,0,3.6325191834924397,1
3.58,88.0,9.2,65.7,4.19,2.98,3,0,3.29528360773368,1
3.43,94.0,9.1,72.8,3.3,3.85,4,0,3.246764455615547,1
3.91,96.9,8.4,78.7,4.18,3.37,3,0,3.4692147872154493,1
3.17,86.7,6.4,75.4,3.81,3.18,3,2,3.164751774179545,1
3.61,84.6,5.9,83.1,4.09,4.58,4,1,3.307746799136032,1
3.95,69.8,7.2,81.9,4.26,3.57,4,0,3.2426914291355025,1
3.43,84.2,11.8,65.0,4.13,3.41,3,0,3.151413125252973,1
3.67,87.3,6.4,81.6,3.6,4.23,1,0,3.889215136905906,1
3.47,81.7,12.5,100.0,3.82,3.62,3,0,3.465173088235012,1
4.32,73.3,9.9,71.8,4.26,4.09,3,0,3.885486927287989,1
4.31,92.6,12.2,58.0,2.91,2.31,2,0,2.919144573881862,0
3.56,76.8,12.8,76.3,3.76,2.24,5,0,2.640715611183982,0
3.54,93.8,8.9,91.9,2.15,3.02,3,0,2.9235228050228583,0
3.09,93.1,14.7,89.8,3.47,3.56,2,0,3.6694574016911705,1
4.73,63.8,14.6,85.6,1.95,4.51,3,0,3.1067213226520294,1
3.99,93.4,5.3,100.0,3.09,2.64,3,0,2.584830373922358,0
4.05,83.0,7.2,100.0,2.35,2.76,3,1,2.3658700487581212,0
4.31,68.4,8.7,97.0,4.34,4.43,3,0,4.017203086518927,1
3.58,78.9,14.1,76.0,3.16,3.03,3,0,2.948997101374513,0
3.47,94.8,15.2,100.0,2.89,2.95,3,0,2.962874653851647,0
4.35,85.0,11.2,70.0,3.76,4.37,2,0,4.042064173226641,1
3.33,78.5,15.7,93.4,3.08,1.68,2,0,2.5834930142974266,0
3.51,86.0,8.6,70.2,2.7,3.98,3,0,2.8648622456718336,0
3.76,83.6,16.0,91.5,3.41,4.47,3,0,3.4767582045905114,1
3.06,72.9,13.8,88.7,2.52,3.65,3,0,2.913751982924585,0
4.0,72.7,10.7,75.1,4.97,3.53,4,0,3.631861931535631,1
3.87,87.1,12.6,48.8,3.69,4.26,3,0,3.7869626268132257,1
3.33,91.3,14.8,100.0,4.06,3.9,4,0,3.511206524451183,1
4.18,80.9,8.2,100.0,4.49,2.14,4,0,2.821204619248719,0
3.01,87.4,7.5,100.0,4.53,2.3,2,0,3.2799911074662633,1
3.42,77.2,12.2,58.2,4.09,4.05,3,0,3.3421517606797946,1
4.35,100.0,9.2,94.9,3.35,2.93,1,0,3.1160959824848966,1
3.53,84.8,10.0,77.8,3.78,3.87,3,1,3.4110407277156676,1
2.86,66.7,16.2,73.7,3.65,4.04,4,0,3.3497089771433215,1
3.72,74.7,6.8,67.6,3.67,3.84,2,0,3.5895214370662236,1
3.46,81.9,13.5,100.0,3.96,2.97,1,0,3.203719818562274,1
3.86,95.3,11.1,84.8,3.74,3.64,3,0,3.5544793794626743,1
4.15,91.5,5.6,80.3,3.32,3.0,2,0,2.9844083036370286,0
3.57,78.4,4.9,85.6,5.0,3.59,3,0,3.6553444943161226,1
2.41,69.2,0.7,83.0,2.67,3.5,3,1,2.4560814383066902,0
3.88,82.7,8.2,95.1,3.83,3.24,2,1,3.4280071816215494,1
3.1,78.2,5.7,48.8,4.05,4.16,3,0,3.7121830981450037,1
3.85,82.9,10.2,74.0,4.48,4.86,2,0,4.178055499637104,1
4.03,84.3,10.7,59.1,3.51,3.85,4,0,2.9922085559222023,0
4.13,87.7,3.2,83.7,4.08,3.04,1,0,3.623553885254351,1
4.02,83.5,1.7,56.5,3.38,3.1,3,0,2.9436294062839754,0
3.45,63.4,12.2,61.5,4.31,3.09,3,0,3.553739494298071,1
3.54,87.6,8.4,84.8,3.82,3.77,3,2,3.3189057079974993,1
3.81,89.3,6.6,75.6,4.17,3.11,1,0,3.7970460082327486,1
4.01,79.2,8.9,85.3,3.84,4.01,3,0,3.5809839881092373,1
3.11,71.0,11.8,62.0,3.41,3.62,3,0,2.8904869959245456,0
4.06,90.3,13.9,76.4,2.68,3.32,4,1,2.694509817270275,0
2.69,82.2,9.9,79.2,2.8,4.45,3,0,3.232772619779263,1
2.56,76.8,11.0,59.5,3.16,3.28,2,0,2.913247119310826,0
2.77,86.1,13.7,69.5,3.48,3.12,3,0,3.2294220231166784,1
3.86,95.5,13.6,82.6,4.04,2.77,4,0,3.1653885471113723,1
3.91,79.9,14.5,74.5,3.61,5.0,2,0,3.9421551614838823,1
3.7,82.4,4.8,67.3,4.04,4.08,2,1,3.6547318696129603,1
3.32,81.7,0.0,83.5,4.53,4.57,3,1,3.5029553782839713,1
3.84,72.5,6.8,72.4,3.23,3.59,3,0,3.2232656538721858,1
3.26,84.1,13.7,84.3,4.63,3.42,2,0,4.052840884167117,1
3.44,100.0,9.8,88.3,1.65,3.47,4,0,2.9340884299247993,0
3.18,67.2,15.0,89.0,3.83,3.34,3,0,3.308081381522553,1
3.92,82.7,5.0,81.9,3.92,3.59,5,1,2.8382301224708706,0
3.31,93.0,6.9,77.3,4.0,3.64,3,0,3.422727612954947,1
3.79,73.3,11.7,79.4,4.44,4.7,2,0,4.076789005654062,1
3.64,86.9,10.8,99.8,4.19,4.02,3,0,3.9791319902917412,1
4.4,93.8,10.9,69.6,4.21,4.18,3,1,3.8579451488373064,1
3.63,69.9,9.4,100.0,2.12,4.71,2,0,3.1922131816006476,1
4.22,100.0,9.5,72.4,3.13,2.59,2,0,3.2726815727312455,1
4.0,83.8,16.7,87.2,3.4,3.41,3,0,3.249302401673693,1
3.04,80.7,9.6,83.0,4.12,4.45,3,0,3.8359091560152017,1
3.32,69.7,14.3,90.2,4.22,3.12,3,0,3.4789409302527052,1
3.46,78.5,9.8,37.8,2.99,2.65,3,0,2.733724827358107,0
3.87,67.5,14.4,88.4,3.9,2.85,2,0,3.154337747558437,1
3.99,64.0,9.6,77.3,2.9,4.36,3,0,3.196226117036654,1
3.93,86.7,9.2,89.4,4.04,4.64,3,0,3.7566492653184653,1
3.2,86.1,9.6,84.4,4.25,3.59,2,0,3.576782264245358,1
3.59,68.2,13.3,93.9,4.46,3.96,5,1,3.248191181777125,1
3.39,86.9,4.0,65.2,2.74,3.66,3,0,3.000992907622251,1
3.78,71.9,8.3,52.7,3.04,3.84,4,0,3.098614744314188,1
2.79,86.5,12.7,55.7,1.72,3.1,5,1,2.2412850132708133,0
3.59,90.0,9.5,72.4,4.19,2.13,4,0,2.751801282092089,0
2.72,63.8,6.9,67.9,4.54,3.32,2,2,3.3316133713141114,1
3.06,84.6,9.6,87.7,2.9,4.41,2,0,3.614790460536128,1
4.42,91.3,12.9,98.4,3.03,4.6,4,0,3.695858366988273,1
4.45,73.4,14.7,90.8,4.32,3.18,3,0,3.5050912289122897,1
3.27,81.5,5.6,71.1,3.41,3.32,3,0,2.7242118020484343,0
3.85,93.0,16.8,78.5,4.44,4.02,3,0,3.9640988302022597,1
3.84,81.2,7.2,88.9,3.57,5.0,3,0,3.945359669996994,1
4.28,95.2,9.5,100.0,3.99,4.45,1,0,4.148584400338845,1
3.72,99.2,5.9,96.0,3.13,4.54,4,0,3.52788024290646,1
3.08,98.7,10.9,96.0,3.62,2.77,3,0,2.9658123716925697,0
3.19,79.6,8.0,86.1,1.76,4.84,3,0,3.2859013073074657,1
3.8,74.3,7.7,96.8,4.93,3.3,2,0,3.8568003370780475,1
2.69,91.0,11.6,92.0,3.99,3.29,4,0,3.121392771503272,1
2.74,83.5,9.4,56.7,3.4,4.34,2,1,3.652696135667434,1
4.02,83.9,7.4,84.7,3.29,4.22,4,0,3.167150693812362,1
4.92,100.0,8.0,67.2,2.54,4.14,4,0,3.197453650884901,1
3.29,83.3,12.4,67.2,2.85,4.28,2,0,3.3281161688904533,1
3.52,77.8,4.9,82.3,3.86,3.61,3,0,3.1940743512219965,1
3.56,52.5,11.2,79.9,3.6,4.48,3,0,3.5929747666957343,1
3.72,74.0,5.6,76.5,4.12,4.51,3,0,3.6302450376292863,1
3.17,81.9,12.2,60.8,2.85,4.75,3,1,3.4928435979128185,1
3.55,94.0,15.4,77.6,4.53,4.41,4,0,4.138864326806749,1
4.0,98.9,6.6,62.2,3.12,2.63,5,1,2.4996640712415394,0
3.31,85.9,6.5,84.7,2.87,3.48,1,0,3.415090814761002,1
3.61,80.9,17.8,79.5,3.24,3.55,3,1,3.051687039301169,1
4.12,79.7,13.2,89.4,4.67,3.84,3,0,3.749283671797383,1
3.58,88.6,8.8,65.1,4.16,4.06,3,0,3.646174091902118,1
2.83,77.1,9.7,97.7,2.9,3.62,4,0,2.963473775705351,0
2.46,93.6,5.3,83.1,3.06,4.11,4,0,3.224050992278739,1
3.03,96.6,1.6,100.0,1.96,3.82,2,0,3.007159977444586,1
4.19,97.2,9.8,67.1,3.94,2.91,3,1,3.211440347560198,1
3.47,70.4,8.1,100.0,3.43,2.55,1,0,3.246724368250541,1
3.77,88.5,12.6,68.5,3.06,2.94,4,0,2.705468385564654,0
4.25,82.9,10.1,95.6,4.62,2.75,5,1,2.8942812417400985,0
2.98,67.4,8.6,87.6,5.0,2.36,5,2,2.5022619818943452,0
4.93,84.3,8.4,57.6,3.86,4.27,1,0,4.328097104165512,1
3.55,81.1,3.3,75.8,3.81,4.78,5,0,3.1056209973712225,1
3.87,80.4,5.5,94.3,3.76,3.32,3,0,2.9902084620774825,0
3.25,100.0,5.6,76.9,3.6,4.06,3,2,3.1915393564486885,1
3.12,69.7,13.0,94.9,2.58,4.86,3,2,3.4352496696267414,1
3.61,84.3,12.3,88.5,3.08,4.12,4,0,3.5331523412044246,1
3.29,86.8,10.9,96.5,3.57,3.04,3,1,3.0962546515524894,1
3.65,58.5,16.9,87.8,4.23,3.64,2,1,3.5592556154203585,1
2.54,85.6,11.0,66.0,3.36,2.82,5,0,2.679052201604281,0
2.91,87.2,10.3,81.1,4.71,3.07,4,1,3.227906321272609,1
3.34,93.3,8.0,82.8,4.37,3.18,1,0,3.9054450422668645,1
3.03,57.1,8.9,80.1,3.58,2.08,3,1,2.2541527240942036,0
5.0,84.5,6.5,68.9,3.47,3.71,4,1,3.1413766927265407,1
3.69,80.1,14.8,76.4,3.8,2.47,2,1,2.7883801035859612,0
3.73,88.5,11.9,88.8,4.01,3.63,5,0,3.3859875362495093,1
3.05,88.4,9.3,80.7,3.66,3.95,3,0,3.3625442839120807,1
3.25,87.6,9.2,44.5,3.75,4.04,3,0,3.4467150224876955,1
3.35,86.3,15.1,99.5,4.29,3.84,4,0,3.8193740017831512,1
4.17,84.3,12.8,73.3,3.58,4.02,3,0,3.306185598979881,1
2.89,86.2,6.9,55.5,4.26,4.71,2,0,4.237158173388002,1
3.43,66.5,4.2,80.0,3.38,4.6,2,0,3.5420755011037,1
3.82,100.0,9.1,70.8,3.06,3.5,4,0,3.238964877234499,1
2.44,91.5,11.1,66.6,3.24,3.17,2,2,3.1298211314563686,1
2.77,100.0,3.1,82.6,3.37,5.0,5,0,3.4602134064245114,1
2.9,85.1,3.0,100.0,2.8,3.59,4,0,2.691447320398868,0
3.51,90.5,8.4,87.0,3.97,3.39,2,0,3.2863651517785164,1
3.37,68.9,13.0,59.5,3.19,4.47,4,0,3.200963774551403,1
4.07,100.0,10.9,76.0,2.95,4.11,2,0,3.5043881914604733,1
2.49,98.5,10.4,73.6,3.82,4.53,2,0,3.877582992958307,1
3.39,75.5,8.7,87.9,2.5,3.89,1,0,3.4458704713878023,1
4.19,79.0,13.7,51.2,3.57,4.62,1,0,4.221118897156498,1
2.81,83.2,12.8,88.8,3.38,3.36,4,0,3.108961804134575,1
3.54,89.0,17.4,66.1,2.86,3.21,3,0,3.2036201288345585,1
3.98,82.8,9.4,71.5,3.98,2.92,3,0,3.196869086231992,1
4.3,91.9,14.7,93.8,3.2,5.0,3,0,4.038758651618596,1
2.97,87.4,8.5,85.1,4.12,3.0,5,0,2.9275499905436466,0
3.79,87.7,8.6,88.1,3.82,3.34,3,0,3.407221248871361,1
3.62,85.3,11.3,94.6,3.26,3.96,3,0,3.466686888608649,1
3.08,98.8,9.2,75.8,4.83,4.12,3,0,4.069992252985148,1
2.98,93.5,8.1,65.1,3.73,4.7,3,0,3.9020621419648522,1
2.97,81.3,12.2,83.9,3.38,3.14,3,0,3.1290303268005326,1
5.0,94.2,7.8,92.4,4.87,2.14,3,0,3.060507652958965,1
4.19,76.3,18.3,81.0,3.36,4.06,2,0,3.6807907436286267,1
3.63,79.6,11.7,99.9,5.0,5.0,3,1,4.2788675746279745,1
3.18,93.8,12.2,75.1,4.03,3.83,5,0,3.263162374443358,1
3.88,90.7,11.5,76.9,4.86,3.54,2,0,3.9260526815895256,1
2.99,87.6,17.5,62.9,4.41,4.89,3,0,4.225528391115336,1
3.76,89.7,15.7,65.8,3.19,3.95,4,0,3.5203060042679954,1
4.02,100.0,14.3,83.2,3.98,3.06,2,1,3.4017477512701917,1
3.52,84.5,16.0,60.8,4.69,2.57,5,0,2.9967858889751864,0
3.3,85.0,9.9,79.1,5.0,2.07,4,0,3.1768832854490863,1
3.34,98.7,14.4,79.4,3.77,3.04,4,0,3.3401173980255003,1
4.08,74.5,11.3,88.8,2.71,3.98,3,0,3.063745612418429,1
3.58,80.4,14.8,94.4,3.94,3.87,2,1,3.5978641396137565,1
4.43,91.8,10.5,87.5,3.25,2.51,4,1,2.6592075326500813,0
2.69,78.7,10.9,100.0,3.12,3.89,3,0,3.3830926887961743,1
2.97,85.5,5.9,81.7,4.27,3.47,5,2,2.923513988789974,0
3.64,73.2,4.5,100.0,3.34,5.0,2,2,3.5058796865943993,1
3.83,87.6,14.0,43.9,3.83,3.31,3,1,3.159632989271688,1
3.57,69.1,10.8,85.3,3.08,2.23,3,0,2.5323086085012174,0
4.3,71.8,11.8,74.2,3.4,4.71,3,1,3.496881396838662,1
3.13,88.0,11.2,85.2,2.99,4.15,3,2,3.426243300831665,1
3.61,93.8,6.9,84.9,4.69,4.7,1,1,4.121766803970527,1
4.14,85.4,5.4,92.5,3.09,3.43,4,1,3.0431849555059722,1
4.49,98.8,14.3,91.0,3.8,5.0,3,0,4.1580762124192345,1
3.5,89.1,12.0,82.7,4.17,3.96,1,0,3.8547679151910597,1
4.94,79.4,15.1,62.4,3.43,3.22,3,1,3.0301363172727016,1
3.65,98.3,5.8,89.0,4.15,4.04,3,0,3.543166008258913,1
4.45,90.5,10.3,61.8,3.91,3.01,3,2,3.086674559916065,1
3.43,89.8,13.2,67.0,4.67,3.26,3,0,4.009440767288889,1
3.52,99.0,17.2,87.2,4.13,2.72,2,0,3.5292232580899965,1
4.19,81.3,11.8,82.8,4.38,3.39,4,1,3.3859137524519967,1
4.01,91.6,11.6,65.3,4.05,4.29,3,0,4.155926039253628,1
3.59,80.1,7.3,60.4,2.16,3.44,3,0,2.9742085670708556,0
3.08,85.0,9.3,81.8,2.87,4.09,5,1,2.9494367766053875,0
4.91,74.5,4.8,76.8,4.11,4.12,5,0,3.2626392723602096,1
3.46,87.8,7.4,71.8,2.45,3.97,2,0,3.3551740144968463,1
